,freq,retardance
0,297997069000.0,2.025395742596699
1,302882267000.0,2.0399812012622416
2,307767465000.0,2.0539248866614828
3,312652662000.0,2.067238682567478
4,317537860000.0,2.079935354926735
5,322423058000.0,2.092028504540581
6,327308256000.0,2.103532543753665
7,332193454000.0,2.11446265606922
8,337078652000.0,2.1248347554298563
9,341963850000.0,2.1346654425282345
10,346849047000.0,2.143971956468636
11,351734245000.0,2.1527721331887593
12,356619443000.0,2.161084342547943
13,361504641000.0,2.168927442390821
14,366389839000.0,2.1763207209935675
15,371275037000.0,2.1832838397810623
16,376160234000.0,2.189836773314718
17,381045432000.0,2.19599975470061
18,385930630000.0,2.201793206786454
19,390815828000.0,2.207237686236364
20,395701026000.0,2.21235382045089
21,400586224000.0,2.2171622458262235
22,405471422000.0,2.221683546254156
23,410356619000.0,2.2259381913008234
24,415241817000.0,2.2299464794627917
25,420127015000.0,2.233728473856333
26,425012213000.0,2.237303948010874
27,429897411000.0,2.2406923288479117
28,434782609000.0,2.2439126424300015
29,439667807000.0,2.2469834618296867
30,444553004000.0,2.249922856764996
31,449438202000.0,2.2527483487844098
32,454323400000.0,2.255476863259553
33,459208598000.0,2.2581246903999133
34,464093796000.0,2.2607074463925643
35,468978994000.0,2.2632400384879006
36,473864191000.0,2.265736633054485
37,478749389000.0,2.268210629780261
38,483634587000.0,2.2706746344825772
39,488519785000.0,2.27314044081859
40,493404983000.0,2.2756190132846377
41,498290181000.0,2.2781204746194184
42,503175379000.0,2.280654097111055
43,508060576000.0,2.2832282972684212
44,512945774000.0,2.285850637002568
45,517830972000.0,2.2885278233403255
46,522716170000.0,2.291265717123194
47,527601368000.0,2.294069342713325
48,532486566000.0,2.2969429017267
49,537371764000.0,2.2998897901287694
50,542256961000.0,2.3029126179031905
51,547142159000.0,2.3060132348596944
52,552027357000.0,2.3091927530653042
53,556912555000.0,2.312451578064708
54,561797753000.0,2.3157894394279053
55,566682951000.0,2.319205424075806
56,571568149000.0,2.322698011534578
57,576453346000.0,2.326265110137507
58,581338544000.0,2.329904098338071
59,586223742000.0,2.3336118598941753
60,591108940000.0,2.337384827280611
61,595994138000.0,2.341219022167896
62,600879336000.0,2.3451100970764376
63,605764533000.0,2.3490533764359625
64,610649731000.0,2.353043901685407
65,615534929000.0,2.357076468057534
66,620420127000.0,2.361145668986694
67,625305325000.0,2.365245935855649
68,630190523000.0,2.3693715777175726
69,635075721000.0,2.373516820017175
70,639960918000.0,2.37767584129609
71,644846116000.0,2.381842812848662
72,649731314000.0,2.386011928414437
73,654616512000.0,2.390177440818474
74,659501710000.0,2.394333692685918
75,664386908000.0,2.398475146241547
76,669272106000.0,2.402596411265122
77,674157303000.0,2.406692270301735
78,679042501000.0,2.41075770609316
79,683927699000.0,2.414787918625704
80,688812897000.0,2.4187783485398326
81,693698095000.0,2.422724694290866
82,698583293000.0,2.4266229280994396
83,703468490000.0,2.4304693090734446
84,708353688000.0,2.4342603982204403
85,713238886000.0,2.4379930635911022
86,718124084000.0,2.441664491337718
87,723009282000.0,2.4452721908916857
88,727894480000.0,2.4488139990563766
89,732779678000.0,2.45228808228082
90,737664875000.0,2.455692936488707
91,742550073000.0,2.459027388686633
92,747435271000.0,2.4622905900079726
93,752320469000.0,2.4654820142140137
94,757205667000.0,2.4686014512455317
95,762090865000.0,2.4716490001253044
96,766976063000.0,2.474625060597857
97,771861260000.0,2.477530323014423
98,776746458000.0,2.4803657600978823
99,781631656000.0,2.483132611801751
100,786516854000.0,2.4858323752547724
101,791402052000.0,2.4884667909338183
102,796287250000.0,2.4910378287606014
103,801172447000.0,2.493547673110525
104,806057645000.0,2.495998709888039
105,810942843000.0,2.498393508088581
106,815828041000.0,2.5007348062139525
107,820713239000.0,2.5030254958945215
108,825598437000.0,2.5052686059124816
109,830483635000.0,2.5074672861910647
110,835368832000.0,2.5096247913905083
111,840254030000.0,2.5117444668214595
112,845139228000.0,2.513829730144559
113,850024426000.0,2.5158840577532944
114,854909624000.0,2.5179109692594768
115,859794822000.0,2.5199140128043416
